# -------------------------- o --------------------------
# File ID: synthetic_drift_0p5.h5 
# -------------------------- o --------------------------
# Source:Synthetic
# MJD: 61259.511976661030	RA: 17h47m15s	DEC: -28d22m59.16s
# DELTAT:  18.253611	DELTAF(Hz):  -2.793968	max_drift_rate:   5.000000	obs_length: 292.057776
# --------------------------
# Top_Hit_# 	Drift_Rate 	SNR 	Uncorrected_Frequency 	Corrected_Frequency 	Index 	freq_start 	freq_end 	SEFD 	SEFD_freq 	Coarse_Channel_Number 	Full_number_of_hits 	
# --------------------------
000001	  0.663277	  5.358095	   2603.999855	   2603.999855	52	   2604.000000	   2603.999824	0.0	      0.000000	0	4	
000002	  3.091889	  5.454596	   2603.999687	   2603.999687	48	   2603.999821	   2603.999645	0.0	      0.000000	1	1	
000003	 -2.836783	  5.673447	   2603.999556	   2603.999556	31	   2603.999642	   2603.999466	0.0	      0.000000	2	3	
000004	 -3.989864	  6.457934	   2603.999455	   2603.999455	3	   2603.999464	   2603.999288	0.0	      0.000000	3	26	
000005	 -4.204154	  5.592793	   2603.999003	   2603.999003	37	   2603.999106	   2603.998930	0.0	      0.000000	5	5	
000006	 -2.744945	  5.534848	   2603.998863	   2603.998863	23	   2603.998927	   2603.998751	0.0	      0.000000	6	2	
000007	 -4.163336	  5.230542	   2603.998709	   2603.998709	14	   2603.998748	   2603.998572	0.0	      0.000000	7	2	
000008	 -2.336775	  5.683828	   2603.998494	   2603.998494	27	   2603.998569	   2603.998393	0.0	      0.000000	8	11	
000009	  3.500060	  6.506138	   2603.998318	   2603.998318	26	   2603.998391	   2603.998215	0.0	      0.000000	9	51	
000010	 -0.591847	  5.620814	   2603.998027	   2603.998027	2	   2603.998033	   2603.997857	0.0	      0.000000	11	1	
000011	  0.908179	  6.509773	   2603.997583	   2603.997583	33	   2603.997675	   2603.997499	0.0	      0.000000	13	35	
000012	 -1.663294	  5.278887	   2603.997284	   2603.997284	12	   2603.997318	   2603.997142	0.0	      0.000000	15	3	
000013	  0.020409	  6.327560	   2603.997038	   2603.997038	36	   2603.997139	   2603.996963	0.0	      0.000000	16	12	
000014	  0.173472	  5.522977	   2603.996538	   2603.996538	23	   2603.996603	   2603.996427	0.0	      0.000000	19	5	
000015	 -3.418426	  6.096138	   2603.996329	   2603.996329	34	   2603.996424	   2603.996248	0.0	      0.000000	20	17	
000016	 -1.408187	  6.284387	   2603.996133	   2603.996133	40	   2603.996245	   2603.996069	0.0	      0.000000	21	10	
000017	  3.714349	  6.232673	   2603.995896	   2603.995896	61	   2603.996066	   2603.995890	0.0	      0.000000	22	2	
000018	  0.724502	  5.443835	   2603.995809	   2603.995809	28	   2603.995887	   2603.995711	0.0	      0.000000	23	4	
000019	  3.898026	  5.087346	   2603.995382	   2603.995382	53	   2603.995530	   2603.995354	0.0	      0.000000	25	2	
000020	  3.214340	  5.993363	   2603.995186	   2603.995186	59	   2603.995351	   2603.995175	0.0	      0.000000	26	13	
000021	 -1.520434	  6.327765	   2603.994979	   2603.994979	5	   2603.994993	   2603.994817	0.0	      0.000000	28	16	
000022	 -2.040851	  5.491232	   2603.994772	   2603.994772	15	   2603.994814	   2603.994638	0.0	      0.000000	29	9	
000023	  2.744945	  5.582806	   2603.994468	   2603.994468	60	   2603.994636	   2603.994460	0.0	      0.000000	30	7	
000024	  0.489804	 39.908531	   2603.994281	   2603.994281	63	   2603.994457	   2603.994281	0.0	      0.000000	31	582	
000025	 -3.887821	  7.369208	   2603.994278	   2603.994278	0	   2603.994278	   2603.994102	0.0	      0.000000	32	239	
000026	 -0.346945	  5.243200	   2603.994275	   2603.994275	1	   2603.994278	   2603.994102	0.0	      0.000000	32	239	
000027	 -2.377592	  5.521009	   2603.994021	   2603.994021	28	   2603.994099	   2603.993923	0.0	      0.000000	33	5	
000028	  0.081634	  5.850197	   2603.993781	   2603.993781	50	   2603.993920	   2603.993744	0.0	      0.000000	34	6	
000029	 -0.204085	  5.861904	   2603.993674	   2603.993674	24	   2603.993742	   2603.993565	0.0	      0.000000	35	6	
000030	 -3.489856	  5.584408	   2603.993557	   2603.993557	2	   2603.993563	   2603.993387	0.0	      0.000000	36	1	
000031	  2.071464	  5.694745	   2603.993141	   2603.993141	23	   2603.993205	   2603.993029	0.0	      0.000000	38	3	
000032	 -2.867396	  5.728643	   2603.993001	   2603.993001	9	   2603.993026	   2603.992850	0.0	      0.000000	39	6	
000033	 -1.846970	  5.253522	   2603.992833	   2603.992833	5	   2603.992847	   2603.992671	0.0	      0.000000	40	1	
000034	 -3.520468	  5.504415	   2603.992646	   2603.992646	8	   2603.992669	   2603.992493	0.0	      0.000000	41	5	
000035	 -4.275583	  5.466917	   2603.992395	   2603.992395	34	   2603.992490	   2603.992314	0.0	      0.000000	42	1	
000036	 -1.500026	  5.724541	   2603.992294	   2603.992294	6	   2603.992311	   2603.992135	0.0	      0.000000	43	10	
000037	  4.163336	  5.211781	   2603.991470	   2603.991470	45	   2603.991596	   2603.991420	0.0	      0.000000	47	2	
000038	 -2.173506	  5.420999	   2603.991341	   2603.991341	27	   2603.991417	   2603.991241	0.0	      0.000000	48	3	
000039	  0.561234	  5.113304	   2603.991140	   2603.991140	35	   2603.991238	   2603.991062	0.0	      0.000000	49	2	
000040	 -4.255175	  5.512381	   2603.990989	   2603.990989	25	   2603.991059	   2603.990883	0.0	      0.000000	50	3	
000041	  0.377557	  7.290198	   2603.990755	   2603.990755	45	   2603.990880	   2603.990704	0.0	      0.000000	51	119	
000042	  1.612272	  5.011201	   2603.990623	   2603.990623	28	   2603.990702	   2603.990526	0.0	      0.000000	52	1	
000043	 -3.847004	  5.122108	   2603.990221	   2603.990221	44	   2603.990344	   2603.990168	0.0	      0.000000	54	5	
000044	 -1.255123	  6.937009	   2603.989539	   2603.989539	32	   2603.989629	   2603.989453	0.0	      0.000000	58	16	
000045	  3.561285	  6.159441	   2603.989282	   2603.989282	60	   2603.989450	   2603.989274	0.0	      0.000000	59	13	
000046	 -2.112281	  5.345468	   2603.989271	   2603.989271	0	   2603.989271	   2603.989095	0.0	      0.000000	60	2	
000047	 -3.989864	  5.253940	   2603.989159	   2603.989159	40	   2603.989271	   2603.989095	0.0	      0.000000	60	2	
000048	  0.785728	  5.918861	   2603.988958	   2603.988958	48	   2603.989092	   2603.988916	0.0	      0.000000	61	5	
000049	 -2.081668	  5.392902	   2603.988846	   2603.988846	24	   2603.988914	   2603.988738	0.0	      0.000000	62	1	
